,number,name,code
3735,EvAnth 334L,Human Osteology,[]
3736,EvAnth 336S,Dance Science: An Evolutionary Approach to Functional Anatomy,[]
3737,EvAnth 530,Human Functional Anatomy,[]
3738,EvAnth 582S,Primate Adaptation,[]
3739,EvAnth 215S,Genetics and Genomics of Human Variation,[]
3740,EvAnth 220,Human Evolution,[]
3741,EvAnth 221S,Becoming Human ,[]
3742,EvAnth 257,Ecology and Adaptation of Hunters and Gatherers,[]
3743,EvAnth 260,Human Cognitive Evolution,[]
3744,EvAnth 285,Human Health in Evolutionary Perspective,[]
3745,EvAnth 318,Human Evolutionary Genetics,[]
3746,EvAnth 522,The Hominid Fossil Record,[]
3747,EVANTH 588S,Macroevolution.,[]
3748,EvAnth 253,Primate Ecology,[]
3749,EvAnth 344L,Primate Field Biology,[]
3750,EvAnth 347D,Behavioral Ecology and the Evolution of Animal Behavior,[]
3751,EvAnth 359S,Primate Conservation,[]
3752,EvAnth 385D,Primate Disease Ecology and Global Health,[]
3753,EvAnth 510SL,Molecular Anthropology in Practice,[]
3754,EvAnth 221S,Becoming Human ,[]
3755,EvAnth 235L,Primate Anatomy,[]
3756,EvAnth 310,Primate Evolutionary Genetics,[]
3757,EvAnth 341,Primate Sexuality,[]
3758,EvAnth 510SL,Molecular Anthropology in Practice,[]
3759,EvAnth 520S,Reconstructing the Past: Primate Paleobiology and Ecology,[]
3760,EvAnth 582S,Primate Adaptation,[]
3761,EVANTH 588S,Macroevolution.,[]
3762,EvAnth 246,Sociobiology,[]
3763,EvAnth 253,Primate Ecology,[]
3764,EvAnth 260,Human Cognitive Evolution,[]
3765,EvAnth 341,Primate Sexuality,[]
3766,EvAnth 341D,Primate Sexuality,[]
3767,EvAnth 344L,Primate Field Biology,[]
3768,EvAnth 347D,Behavioral Ecology and the Evolution of Animal Behavior,[]
3769,EvAnth 363S,Evolution of Primate Social Cognition,[]
3770,EvAnth 546S,Primate Social Evolution,[]
3771,EvAnth 560S,Primate Cognition,[]
3772,EvAnth 212FS,Social Structures in an Evolutionary Framework,[]
3773,EvAnth 318,Human Evolutionary Genetics,[]
3774,EvAnth 334L,Human Osteology,[]
3775,EvAnth 344L,Primate Field Biology,[]
3776,GSF 89S.01,Girls on Film,[]
3777,GSF80S,Special Topics in Writing,[]
3778,GSF89S,First Year Seminar in Gender Studies,[]
3779,GSF101,Gateway:  Gender and Everyday Life,[]
3780,GSF115,"Introduction to the History of Women, Gender, and Sexuality",[]
3781,GSF190A,Duke-Administered Study Abroad: Special Topics in Women's Studies,[]
3782,GSF190FS,Special Topics in Focus,[]
3783,GSF190S,Special Topics in Women's Studies,[]
3784,GSF195,Comparative Approaches to Global Issues,[]
3785,GSF198,LGBTQ/Queer Cinema and Cultural Production,[]
3786,GSF199S,Thinking Gender: An Introduction to Feminist Theory,[]
3787,GSF202S,Introduction to Study of Sexualities (DS4),[]
3788,GSF205,"Science, Technology, Ethics, and Masculinity in American Culture",[]
3789,GSF207,"Sexuality, Bible, Church, and Controversy",[]
3790,GSF208,The French Love Story,[]
3791,GSF209S,Muslim Women Across the Ages,[]
3792,GSF210S,Gender and Digital Culture,[]
3793,GSF212,Gender in Dance and Theatre,[]
3794,GSF213S,Feminist Art from the 1970s to the Present,[]
3795,GSF214,Contemporary Israeli Cinema,[]
3796,GSF215,Cyborgs,[]
3797,GSF217,Gender and Culture,[]
3798,GSF218S,Daily Life in Antiquity,[]
3799,GSF219,Medieval Bodies: Sex & Food,[]
3800,GSF221,Women at Work: Gendered Experience of Corporate Life,[]
3801,GSF222,Gender and Philosophy,[]
3802,GSF222S,Gender and Philosophy,[]
3803,GSF225,Women and the Political Process,[]
3804,GSF227,Women in Film,[]
3805,GSF229S,Space-Body-Image,[]
3806,GSF230,Women in the Economy,[]
3807,GSF231S,Vampire Chronicles: Fantasies of Vampirism in a Cross-Cultural Perspective,[]
3808,GSF232,Gender and Language,[]
3809,GSF233,Traffic in Women: Cultural Perspectives on Prostitution in Modern China,[]
3810,GSF235S,Clinical Issues for the LGBTQ Community (A),[]
3811,GSF237,African American Women and History,[]
3812,GSF239,"Women, Gender, and Sexuality in U.S. History",[]
3813,GSF239D,"Women, Gender, and Sexuality in U.S. History",[]
3814,GSF241,"Gender, Work, and Organizations",[]
3815,GSF249S,Political Economies of the Global Image,[]
3816,GSF250,Film and the African Diaspora,[]
3817,GSF252S,Popular Fictions,[]
3818,GSF260,The Actress: Celebrity and the Woman,[]
3819,GSF266,Gender and Sexuality in the Ancient World,[]
3820,GSF270,"Animals and Ethics: Welfare, Rights, Utilitarianism, and Beyond",[]
3821,GSF270S,"Animals and Ethics: Welfare, Rights, Utilitarianism, and Beyond",[]
3822,GSF275,"Food, Farming, and Feminism",[]
3823,GSF275S,"Food, Farming, and Feminism",[]
3824,GSF276,Global Performance Art: History/Theory from 1950's to Present,[]
3825,GSF277D,Global Art Since 1945,[]
3826,GSF278,Sex/Gender – Nature/Nurture: Intersections of Biology and Society,[]
3827,GSF279,Melodrama East and West,[]
3828,GSF280S,Anthropology of Space,[]
3829,GSF281,European Art 1900-1945,[]
3830,GSF282,Italian Women Writers,[]
3831,GSF290,Selected Topics in Women's Studies,[]
3832,GSF290A,Selected Topics in Women's Studies,[]
3833,GSF290S,Selected Topics in Women's Studies,[]
3834,GSF290SA,Selected Topics in Women's Studies,[]
3835,GSF291,Independent Study,[]
3836,GSF293,Research Independent Study Information,[]
3837,GSF295S,Sex Work: The Politics of Sexual Labor,[]
3838,GSF301S,Theory Today: Introduction to the Study of Literature,[]
3839,GSF303,"Gender, Race, and Ethnicity in Politics and Public Policy",[]
3840,GSF306S,"Activism, Women, and Danger: Documenting Race, Gender and Activism in the American South",[]
3841,GSF320,"Hashtags Memes, Digital Tribes",[]
3842,GSF360S,Feminist Activism: Social Movements,[]
3843,GSF361,"Money, Sex, Power",[]
3844,GSF362,Gender and Popular Culture,[]
3845,GSF362S,Gender and Popular Culture,[]
3846,GSF363S,Interpreting Bodies: Identity and Beyond,[]
3847,GSF364S,"Race, Gender, and Sexuality",[]
3848,GSF365,Gender and Political Theory,[]
3849,GSF365S,Feminist Classics,[]
3850,GSF366,"Nature, Culture, and Gender",[]
3851,GSF366S,"Nature, Culture, and Gender",[]
3852,GSF367,Feminist Ethics,[]
3853,GSF367S,Feminist Ethics,[]
3854,GSF368,"Gender, Sexuality, and Human Rights",[]
3855,GSF368S,"Gender, Sexuality, and Human Rights",[]
3856,GSF369,Transnational Feminism,[]
3857,GSF369S,Transnational Feminism,[]
3858,GSF370S,Queer Theory,[]
3859,GSF371S,"Gender, Sexuality, and the Image",[]
3860,GSF372S,Freud and Sexuality,[]
3861,GSF373S,Freud and Feminism: The Unconscious,[]
3862,GSF374S,Global Men and Masculinities,[]
3863,GSF380S,Feminist Research,[]
3864,GSF385S,"Women in the Public Sphere: History, Theory and Practice",[]
3865,GSF386S,Politics of Sexuality,[]
3866,GSF390,Special Topics in Women's Studies,[]
3867,GSF390S,Special Topics in Women's Studies,[]
3868,GSF390S.04,"Feminist Art, 1968 to the Present",[]
3869,GSF401,Gender and the Law,[]
3870,GSF402S,"Hashtags Memes, Digital Tribes",[]
3871,GSF412S,Capstone Seminar: Globalization and Development: China and India,[]
3872,GSF415S,Interethnic Intimacies: Production and Consumption,[]
3873,GSF420S,La lectrice,[]
3874,GSF429,Gender and Sexuality in Latin America,[]
3875,GSF431,Imagining Justice: The U.S. and the Carceral Imagination,[]
3876,GSF432S,"Gender, Sex and Citizenship",[]
3877,GSF439,Queer China,[]
3878,GSF490,Advanced Topics in Women's Studies,[]
3879,GSF490S,Advanced Topics in Women's Studies,[]
3880,GSF493,Honors Independent Study,[]
3881,GSF494,Honors Independent Study,[]
3882,GSF495S,Latino/as in the Global South Capstone - Global/Local Contexts,[]
3883,GSF499S,Senior Seminar in Women's Studies,[]
3884,GSF501S,History of Sexuality,[]
3885,GSF502S,Queer China,[]
3886,GSF505S,Interethnic Intimacies: Production and Consumption,[]
3887,GSF509S,"Race, Class, and Gender: A Social History of Modern (1750-present) Britain",[]
3888,GSF515S,"Gender, Identity, and Public Policy",[]
3889,GSF519S,Topics in Sexuality and Gender Studies,[]
3890,GSF581S,Masculinities,[]
3891,GSF590,Topics in Feminist Studies,[]
3892,GSF590S,Selected Topics in Feminist Studies,[]
3893,GSF601S,Debates in Women's Studies,[]
3894,GSF611S,Film Feminisms,[]
3895,GSF615S,The #Selfie,[]
3896,GSF701S,Foundations in Feminist Theory,[]
3897,GSF730S,"Feminist Knowledge, Interdisciplinarity, and Social Change",[]
3898,GSF740S,Critical Genealogies – Infrastructure,[]
3899,GSF770,Interdisciplinary Research Workshop,[]
3900,GSF780S,"Teaching Race, Teaching Gender",[]
3901,GSF795T,Tutorial in Special Topics,[]
3902,GSF796T,Tutorial in Special Topics,[]
3903,GSF820S,The Pedagogy of Women's Studies,[]
3904,GSF860S,Major Figures in Feminist Thought,[]
3905,GSF890,Advanced Topics in Women's Studies,[]
3906,GSF890S,Advanced Topics in Feminist Studies,[]
3907,GSF891,Independent Study,[]
3908,GSF892S,Publication Workshop,[]
3909,GSF960S,Interdisciplinary Debates (Topics),[]
3910,SXL89S,First Year Seminar,[]
3911,SXL115,"Introduction to the History of Women, Gender, and Sexuality",[]
3912,SXL116,Sexual Pleasure in the Modern World,[]
3913,SXL160S,"Gateway Seminar: The Global Sixties: Race, Revolution, Sexuality",[]
3914,SXL190S,Seminars in Selected Topics,[]
3915,SXL199S,Introduction to Study of Sexualities (DS4),[]
3916,SXL210,Medieval Bodies: Sex & Food,[]
3917,SXL225,Women in Film,[]
3918,SXL229,Sexuality and Society,[]
3919,SXL231S,Vampire Chronicles: Fantasies of Vampirism in a Cross-Cultural Perspective,[]
3920,SXL233,Traffic in Women: Cultural Perspectives on Prostitution in Modern China,[]
3921,SXL235S,Clinical Issues for the LGBTQ Community (A),[]
3922,SXL264S,"Race, Gender, and Sexuality",[]
3923,SXL268,"Gender, Sexuality, and Human Rights",[]
3924,SXL268S,"Gender, Sexuality, and Human Rights",[]
3925,SXL278,Sex/Gender – Nature/Nurture: Intersections of Biology and Society,[]
3926,SXL290,Selected Topics,[]
3927,SXL290S,Seminars in Selected Topics,[]
3928,SXL295S,Sex Work: The Politics of Sexual Labor,[]
3929,SXL310S,Freud and Sexuality,[]
3930,SXL371S,"Gender, Sexuality, and the Image",[]
3931,SXL373,American Sexualities,[]
3932,SXL377,Global History of Sexuality,[]
3933,SXL386S,Politics of Sexuality,[]
3934,SXL432S,"Gender, Sex and Citizenship",[]
3935,SXL470S,Queer Theory,[]
3936,GSF101,Gateway:  Gender and Everyday Life,[]
3937,GER 29,Advanced Placement in German,[]
3938,GER 89S,First-Year Seminar: The Legend of King Arthur,[]
3939,GER 101,First-Year German I,[]
3940,GER 102,First-Year German II,[]
3941,GER 111,Intensive First-Year German,[]
3942,GER 111A,Intensive First-Year German,[]
3943,GER 203,Intermediate German I,[]
3944,GER 204,Intermediate German II,[]
3945,GER 210,Intermediate Conversation Practice,[]
3946,GER 212A,Intensive Intermediate German,[]
3947,GER 213A,Intensive Intermediate German for Engineers,[]
3948,GER 220A,Readings in German Literature,[]
3949,GER 250,Moral Dilemmas in Philosophy and Literature,[]
3950,GER 261S,The Viking Age,[]
3951,GER 262,Romantic Fairy Tales: Literary and Folk Fairy Tales from Grimms to Disney,[]
3952,GER 264,German Film,[]
3953,GER 290-1,Special Topics in German Studies,[]
3954,GER 303AS,Advanced German in Berlin,[]
3955,GER 305S,Advanced German I: Culture and Society,[]
3956,GER 306S,Advanced German II: Text and Context,[]
3957,GER 310,Advanced Conversation Practice,[]
3958,GER 312AS,Advanced Intensive German Language and Culture,[]
3959,GER 319AS,Advanced Intensive German Language and Culture,[]
3960,GER 321A,Economics of a United Europe,[]
3961,GER 322A,"Berlin: Architecture, Art and the City, 1871-Present",[]
3962,GER 325A,Current Issues and Trends in Germany,[]
3963,GER 334S,Projekt Theater: German Theater and Performance ,[]
3964,GER 335S,Modern German Theater and Drama,[]
3965,GER 352AS,Berlin in Literature and Culture,[]
3966,GER 354SA,Contemporary Art in Berlin,[]
3967,GER 358S,"Sociolinguistic Landscapes: German Language, Society, and Identity",[]
3968,GER 359A,Germany Today: A European Superpower? Duke-in-Berlin,[]
3969,GER 360,What is Beauty?,[]
3970,GER 362SA,The Economics of the Energiewende in Germany,[]
3971,GER 364,Green Germany: World Leader in Environmental Policy,[]
3972,GER 365A,"Art and Architecture of Berlin, Fifteenth to the Twentieth Century",[]
3973,GER 366DA,Berlin Since the War,[]
3974,GER 367A,Jewish Berlin,[]
3975,GER 368,German Jewish Culture from the Enlightenment to the Present,[]
3976,GER 376,Secularization and Modernity: Cross-Disciplinary Readings 1750-1914,[]
3977,GER 380D,"Marx, Nietzsche, Freud",[]
3978,GER 387,Germany Confronts the Holocaust,[]
3979,GER 390-1,Special Topics in German Studies,[]
3980,GER 390S,Special Topics in German Literature and Culture,[]
3981,GER 390S-1,Special Topics in German Studies,[]
3982,GER 391,Independent Study,[]
3983,443S-1,Captured! Stories of Entrapment in the 20th and 21st Centuries,[]
3984,GER 420A,Advanced German Cultural Studies,[]
3985,GER 430S,German Literature and Culture,[]
3986,GER 435S,German Politics and Society,[]
3987,GER 443S,GEFANGEN! Stories of Entrapment in the 20th & 21st Centuries,[]
3988,GER 490S,Special Topics in German Studies,[]
3989,GER 493,Research Independent Study,[]
3990,GER 510S,Old Norse: Introduction to the Language of Viking Scandinavia,[]
3991,GER 511S,Theory and Practice of Literary Translation,[]
3992,GER 561S,Second Language Acquisition and Applied Linguistics,[]
3993,GER 570,Frankfurt School Critical Theory,[]
3994,GER 575S,Hegel's Political Philosophy,[]
3995,GER 576S,Nietzsche's Political Philosophy,[]
3996,GER 580S,Music in Literature and Philosophy,[]
3997,GER 590S,Special Topics in German Studies,[]
3998,GER 690,Special Topics in German Literature and Culture,[]
3999,GER 690S,Special Topics in German Literature and Cultural Studies,[]
4000,GER 700S,Foreign Language Pedagogy: Theories and Practices,[]
4001,GER 715,"Cultural Foundations in German Studies, to 1800",[]
4002,GER 716,"Cultural Foundations in German Studies, to 1800 to present",[]
4003,GER 724,"Form & Theory of the Lyrical Image: Goethe, Hölderlin, Mörike, Eichendorff, Trakl",[]
4004,GER 790-1,Topics in Literary Theory,[]
4005,GER 790-2,Topics in Literary History,[]
4006,GER 790-3,Topics in Genre Theory,[]
4007,GER 791,Independent Study,[]
4008,GER 801S,The Discipline of Germanistik: A Historical Survey,[]
4009,GER 810S,Germanic Seminar,[]
4010,GER 995S,Grad Dissertation Colloquium,[]
4011,GER 101,First-Year German I,[]
4012,GER 102,First-Year German II,[]
4013,GER 111,Intensive First-Year German,[]
4014,GER 203,Intermediate German I,[]
4015,GER 204,Intermediate German II,[]
4016,GER 210,Intermediate Conversation Practice,[]
4017,GER 305S,Advanced German I: Culture and Society,[]
4018,GER 306S,Advanced German II: Text and Context,[]
4019,GER 310,Advanced Conversation Practice,[]
4020,GER 111A,Intensive First-Year German,[]
4021,GER 212A,Intensive Intermediate German,[]
4022,GER 213A,Intensive Intermediate German for Engineers,[]
4023,GER 220A,Readings in German Literature,[]
4024,GER 303AS,Advanced German in Berlin,[]
4025,GER 312AS,Advanced Intensive German Language and Culture,[]
4026,GER 319AS,Advanced Intensive German Language and Culture,[]
4027,GER 321A,Economics of a United Europe,[]
4028,GER 322A,"Berlin: Architecture, Art and the City, 1871-Present",[]
4029,GER 325A,Current Issues and Trends in Germany,[]
4030,GER 352AS,Berlin in Literature and Culture,[]
4031,GER 354SA,Contemporary Art in Berlin,[]
4032,GER 359A,Germany Today: A European Superpower? Duke-in-Berlin,[]
4033,GER 362SA,The Economics of the Energiewende in Germany,[]
4034,GER 365A,"Art and Architecture of Berlin, Fifteenth to the Twentieth Century",[]
4035,GER 366DA,Berlin Since the War,[]
4036,GER 367A,Jewish Berlin,[]
4037,GER 420A,Advanced German Cultural Studies,[]
4038,GER 89S,First-Year Seminar: The Legend of King Arthur,[]
4039,GER 250,Moral Dilemmas in Philosophy and Literature,[]
4040,GER 261S,The Viking Age,[]
4041,GER 262,Romantic Fairy Tales: Literary and Folk Fairy Tales from Grimms to Disney,[]
4042,GER 264,German Film,[]
4043,GER 290-1,Special Topics in German Studies,[]
4044,GER 360,What is Beauty?,[]
4045,GER 364,Green Germany: World Leader in Environmental Policy,[]
4046,GER 368,German Jewish Culture from the Enlightenment to the Present,[]
4047,GER 376,Secularization and Modernity: Cross-Disciplinary Readings 1750-1914,[]
4048,GER 380D,"Marx, Nietzsche, Freud",[]
4049,GER 387,Germany Confronts the Holocaust,[]
4050,GER 390-1,Special Topics in German Studies,[]
4051,GER 390S-1,Special Topics in German Studies,[]
4052,GER 391,Independent Study,[]
4053,443S-1,Captured! Stories of Entrapment in the 20th and 21st Centuries,[]
4054,GER 490S,Special Topics in German Studies,[]
4055,GER 493,Research Independent Study,[]
4056,GER 510S,Old Norse: Introduction to the Language of Viking Scandinavia,[]
4057,GER 511S,Theory and Practice of Literary Translation,[]
4058,GER 570,Frankfurt School Critical Theory,[]
4059,GER 575S,Hegel's Political Philosophy,[]
4060,GER 576S,Nietzsche's Political Philosophy,[]
4061,GER 580S,Music in Literature and Philosophy,[]
4062,GER 590S,Special Topics in German Studies,[]
4063,GER 690,Special Topics in German Literature and Culture,[]
4064,GER 690S,Special Topics in German Literature and Cultural Studies,[]
4065,GER 700S,Foreign Language Pedagogy: Theories and Practices,[]
4066,GER 715,"Cultural Foundations in German Studies, to 1800",[]
4067,GER 716,"Cultural Foundations in German Studies, to 1800 to present",[]
4068,GER 790-1,Topics in Literary Theory,[]
4069,GER 790-2,Topics in Literary History,[]
4070,GER 790-3,Topics in Genre Theory,[]
4071,GER 791,Independent Study,[]
4072,GER 801S,The Discipline of Germanistik: A Historical Survey,[]
4073,GER 810S,Germanic Seminar,[]
4074,GER 995S,Grad Dissertation Colloquium,[]
4075,GER 111,Intensive First-Year German,[]
4076,GER 306S,Advanced German II: Text and Context,[]
4077,GER 334S,Projekt Theater: German Theater and Performance ,[]
4078,GER 335S,Modern German Theater and Drama,[]
4079,GER 358S,"Sociolinguistic Landscapes: German Language, Society, and Identity",[]
4080,GER 390S,Special Topics in German Literature and Culture,[]
4081,GER 430S,German Literature and Culture,[]
4082,GER 435S,German Politics and Society,[]
4083,GER 443S,GEFANGEN! Stories of Entrapment in the 20th & 21st Centuries,[]
4084,GER 724,"Form & Theory of the Lyrical Image: Goethe, Hölderlin, Mörike, Eichendorff, Trakl",[]
4085,GER 89S,First-Year Seminar: The Legend of King Arthur,[]
4086,GER 101,First-Year German I,[]
4087,GER 261S,The Viking Age,[]
4088,GER 262,Romantic Fairy Tales: Literary and Folk Fairy Tales from Grimms to Disney,[]
4089,GER 360,What is Beauty?,[]
4090,GER 364,Green Germany: World Leader in Environmental Policy,[]
4091,ICS 195,Comparative Approaches to Global Issues,[]
4092,ICS 489S,Capstone Seminar in Global Studies,[]
4093,LINGUIST114FS,The Power of Poetry,[]
4094,LINGUIST115FS ,Games and the Brain ,[]
4095,LINGUIST123FS ,"When the Head's in Trouble: Language, Lesions and Loss ",[]
4096,LINGUIST124FS,Remembering Differently,[]
4097,LINGUIST170,Advertising and Society: Global Perspective (DS4),[]
4098,LINGUIST170D,Advertising and Society: Global Perspective (DS4),[]
4099,LINGUIST190A,Duke-Administered Study Abroad: Special Topics in Linguistics,[]
4100,LINGUIST190FS,Special Topics in Linguistics,[]
4101,LINGUIST199FS,Individual Health Behavior and Health Education,[]
4102,LINGUIST201,Introduction to Linguistics,[]
4103,LINGUIST202,Languages of the World,[]
4104,LINGUIST204,English Historical Linguistics,[]
4105,LINGUIST205,The Law and Language,[]
4106,LINGUIST205FS,Language and the Law,[]
4107,LINGUIST206,Variety in Language: English in the United States,[]
4108,LINGUIST207,Psychology of Language (C),[]
4109,LINGUIST208,Philosophy of Mind,[]
4110,LINGUIST209,Philosophy of Language,[]
4111,LINGUIST210FS,The Mind and Language,[]
4112,LINGUIST210S,The Mind and Language,[]
4113,LINGUIST211FS,The Neuroscience of Reading & Language Comprehension,[]
4114,LINGUIST212FS,"Law, Ethics & Responsibility",[]
4115,LINGUIST213FS,The Politics of Language,[]
4116,LINGUIST216FS,Neuroscience and Human Language,[]
4117,LINGUIST216S,Neuroscience and Human Language,[]
4118,LINGUIST250,Symbolic Logic,[]
4119,LINGUIST301,Advanced Spanish Grammar,[]
4120,LINGUIST302S,French Phonetics,[]
4121,LINGUIST303,Fundamentals of Spanish Linguistics,[]
4122,LINGUIST304,French Composition and Translation,[]
4123,LINGUIST305S,Italian Sociolinguistics,[]
4124,LINGUIST306S,Korean Sociolinguistics ,[]
4125,LINGUIST308S,Bilingualism,[]
4126,LINGUIST336S,"Issues in Language Development (C, D) ",[]
4127,LINGUIST361,Language Technologies and Culture Acquisition,[]
4128,LINGUIST364,Gender and Language,[]
4129,LINGUIST390A,Duke-Administered Study Abroad: Advanced Special Topics in Linguistics,[]
4130,LINGUIST390S,Special Topics in Linguistics,[]
4131,LINGUIST390S-01 ,Topics in Spanish Linguistics,[]
4132,LINGUIST396S,Language in Immigrant America,[]
4133,LINGUIST410S,Linguistics and Law (DS4),[]
4134,LINGUIST450S,Junior/Senior Seminar in Linguistics,[]
4135,LINGUIST451,Language and Society,[]
4136,LINGUIST469SA,"Language, Technology and Social Change in India",[]
4137,LINGUIST471S,Language and Politics: Eurasian Perspectives,[]
4138,LINGUIST472S,"Cold War Texts: Politics, Propaganda and Pop Culture",[]
4139,LINGUIST473S,Neuroscience and Multilingualism,[]
4140,LINGUIST480S,Critical Discourse Analysis: Theory and Method,[]
4141,LINGUIST490S,Special Topics in Linguistics,[]
4142,LINGUIST493,Research Independent Study,[]
4143,LINGUIST494,Research Independent Study,[]
4144,LINGUIST501,Cognitive and Neurolinguistics,[]
4145,LINGUIST502S,"Language, Brain, and Human Behavior",[]
4146,LINGUIST503S,Language Evolution and Acquisition,[]
4147,LINGUIST506S,Semiotics and Linguistics (DS4),[]
4148,LINGUIST510,"Brain and Language (B, C)",[]
4149,LINGUIST512,Structure of French,[]
4150,LINGUIST512S,Topics in Spanish Linguistics,[]
4151,LINGUIST528S,Recent and Contemporary Philosophy,[]
4152,LINGUIST560,History of the German Language,[]
4153,LINGUIST561S,Second Language Acquisition and Applied Linguistics,[]
4154,LINGUIST562S,Old Norse: Introduction to the Language of Viking Scandinavia,[]
4155,LINGUIST564,Russian and Slavic Linguistics,[]
4156,LINGUIST590,Special Topics,[]
4157,LINGUIST590S,Special Topics in Linguistics,[]
4158,LINGUIST595,"Language, Music and Dementia: Neuroscience Approaches",[]
4159,LINGUIST890,Special Topics in Linguistics,[]
4160,LINGUIST890S,Special Topics in Linguistics,[]
4161,LINGUIST114FS,The Power of Poetry,[]
4162,LINGUIST115FS ,Games and the Brain ,[]
4163,LINGUIST123FS ,"When the Head's in Trouble: Language, Lesions and Loss ",[]
4164,LINGUIST199FS,Individual Health Behavior and Health Education,[]
4165,LIT80S,Special Topics: Introduction to Literature,[]
4166,LIT89S,First-Year Seminar,[]
4167,LIT102,Introduction to African and African American Studies,[]
4168,LIT110,Introduction to Film Studies,[]
4169,LIT111,Introduction to the Arts of the Moving Image,[]
4170,LIT143,Introduction to Latino/a Studies in the Global South,[]
4171,LIT143S,Introduction to Latino/a Studies in the Global South,[]
4172,LIT150,Introduction to Cultural Studies,[]
4173,LIT151,Studies in Interpretation,[]
4174,LIT190FS,Special Topics in the Focus Program,[]
4175,LIT190S,Special Topics: Introduction to Interpretation and Writing,[]
4176,LIT201,Introduction to Global Cultural Studies,[]
4177,LIT205,The Problem of Love in Western Literature,[]
4178,LIT208S,The Silent Film: An Introduction,[]
4179,LIT211,Indian Cinema,[]
4180,LIT212,World of Korean Cinema,[]
4181,LIT213,Japanese Cinema,[]
4182,LIT214,Modern Chinese Cinema,[]
4183,LIT215,Italian Cinema,[]
4184,LIT216S,Trauma and Nostalgia: East European Film in the 21st Century,[]
4185,LIT217,Contemporary Israeli Cinema,[]
4186,LIT218,Existentialist Cinema,[]
4187,LIT219,Women in Film,[]
4188,LIT220,Film Genres,[]
4189,LIT221,American Film Comedy,[]
4190,LIT222,Global Performance Art: History/Theory from 1950's to Present,[]
4191,LIT223S,Film Noir,[]
4192,LIT224S,Digital Storytelling,[]
4193,LIT230A,Introduction to Global Los Angeles: An Interdisciplinary Survey,[]
4194,LIT235S,Anthropology of Space,[]
4195,LIT239S,Korean Literature in Translation: Local and Global Connections,[]
4196,LIT240,The Devil's Pact: Faust and the Faust Tradition,[]
4197,LIT241S,Around the Bloc: Cold War Culture in the USSR and Eastern Europe,[]
4198,LIT242,The Existentialist Imagination,[]
4199,LIT242D,The Existentialist Imagination,[]
4200,LIT243,Secularization and Modernity: Cross-Disciplinary Readings 1750-1914,[]
4201,LIT244S,"Poetry, Desire & Religion",[]
4202,LIT245,"Dante's Divine Comedy: Hell, Purgatory and Paradise",[]
4203,LIT246D,Flaubert's Brain: Neurohumanities,[]
4204,LIT247,"Classics of Western Civilization: The German Tradition, 1750-1930",[]
4205,LIT248S,Chinese Literature and Culture in Translation,[]
4206,LIT252,Romantic Fairy Tales: Literary and Folk Fairy Tales from Grimms to Disney,[]
4207,LIT260S,Freud and Sexuality,[]
4208,LIT261S,Freud and Feminism: The Unconscious,[]
4209,LIT263S,"Screening the Holocaust: Jews, WWII, and World Cinema",[]
4210,LIT272S,Spanish Avant-Gardes/Kino-Texts,[]
4211,LIT273,Europe in Theory,[]
4212,LIT276S,Orhan Pamuk and World Literature,[]
4213,LIT280,"Marx, Nietzsche, Freud",[]
4214,LIT280D,"Marx, Nietzsche, Freud",[]
4215,LIT281,American Apocalypse: Beat Generation Spirituality,[]
4216,LIT285,Existentialism,[]
4217,LIT286,German History Through Film,[]
4218,LIT290,Special Topics in International Literature and Culture,[]
4219,LIT290-2,Special Topics in National Cinema,[]
4220,LIT290A,Duke-Administered Study Abroad: Special Topics in Literature,[]
4221,LIT290AS-1,Studies in the United States Culture Industries,[]
4222,LIT290S-1,Special Topics in International Literature and Culture,[]
4223,LIT290S-2,Special Topics in National Cinema,[]
4224,LIT290SA,Duke-Administered Study Abroad: Special Topics in Literature,[]
4225,LIT295S,Sex Work: The Politics of Sexual Labor,[]
4226,LIT296S,Borderland and Battleground: A journey Through Twentieth-Century Eastern Europe,[]
4227,LIT298S,Revealing Histories: Polish Cinema,[]
4228,LIT301S,Theory Today: Introduction to the Study of Literature,[]
4229,LIT313,Movies of the World/The World of Movies,[]
4230,LIT314S,States of Exile and Accented Cinemas,[]
4231,LIT315S,Sexualities in Film and Video (DS4),[]
4232,LIT316,Film Theory,[]
4233,LIT317,Media Theory,[]
4234,LIT318S,American Independent Cinema,[]
4235,LIT320S,Social Movements and Social Media,[]
4236,LIT328S,Literary Islam,[]
4237,LIT330S,Social Facts and Narrative Representations,[]
4238,LIT331,Beat Generation/Russian New Wave: Cultural Dissent in the Cold War,[]
4239,LIT332,Social Movements in Age of Globalization,[]
4240,LIT335S,Political Economies of the Global Image,[]
4241,LIT338S,German Language Graphic Novels,[]
4242,LIT339,El cine político en américa Latina,[]
4243,LIT341,Science Fiction,[]
4244,LIT341D,Science Fiction,[]
4245,LIT343,"African Americans, Mass Incarceration and Citizenship",[]
4246,LIT343S,"African Americans, Mass Incarceration and Citizenship",[]
4247,LIT344,Poetics of Murder,[]
4248,LIT345S,Popular Fictions,[]
4249,LIT346S,Utopian Writing,[]
4250,LIT347D,Types of Recent Fiction,[]
4251,LIT350,Modernist Classics (DS4),[]
4252,LIT351,Contemporary Novel,[]
4253,LIT351S,Contemporary Novel,[]
4254,LIT360S,Women Writers,[]
4255,LIT365S,Feminist Classics,[]
4256,LIT367A,Jewish Berlin,[]
