,number,name,code
7261,PHIL 212,Philosophy of the Mind,[]
7262,PSY 250,Myths and Mysteries of Memory,[]
7263,PSY 251,Learning and Adaptive Behavior,[]
7264,PSY 352S,Seeing and Knowing: Introduction to Visual Cognition,[]
7265,BIOLOGY 412S,Sensory Signal Transduction,[]
7266,PHIL 490S,Seminars in Philosophy,[]
7267,CELLBIO 503,Introduction to Physiology,[]
7268,LINGUIST 502S,"Language, Brain, and Human Behavior (B,C)",[]
7269,NEUROSCI 667S,"Learning and Cognition in Humans, Animals, and Robots (B,C)",[]
7270,PHIL 640S,Philosophical Psychology,[]
7271,PSY 681S,Genetics and Environment in Abnormal Behavior,[]
7272,NEUROSCI 111FS,The Neuroscience of Reading & Language Comprehension,[]
7273,NEUROSCI 116FS,Neuroscience and Human Language,[]
7274,NEUROSCI 123FS,"When the Head's in Trouble: Language, Lesions and Loss",[]
7275,NEUROSCI 153FS,Drugs and the Law,[]
7276,NEUROSCI 155FS,Vision,[]
7277,NEUROSCI 157FS,Games and the Brain,[]
7278,NEUROSCI 193FS,Neurobiology of Mind,[]
7279,PSY 202,Research Methods in Psychological Science,[]
7280,PSY 302L,Brain Waves and Cognition,[]
7281,PSY 303L,Functional Neuroimaging,[]
7282,PSY 304,Child Observation,[]
7283,PSY 305,Research Methods in Social Psychology (S),[]
7284,PSY 306,Research Methods in Clinical Psychology,[]
7285,PSY 308L,Perception and the Brain,[]
7286,PSY 310,Research Methods in Psychopathology and Psychotherapy,[]
7287,PSY 210,The Psychology of Obesity,[]
7288,PSY 230,Relationships across the Lifespan,[]
7289,PSY 337S,Social Processes among Peers ,[]
7290,PSY 437S,Language Development,[]
7291,PSY 453S,Mind Wandering and Inattention,[]
7292,PSY 462S,Neuroscience Applications for Everyday Decision Making,[]
7293,PSY 500S,The Cinematic Depiction of Psychopathology,[]
7294,PSY 603S,  Teachers as Scientists: Psychological Research in the Classroom,[]
7295,PSY 613S,Clinical Interventions: Treating Emotion Dysregulation and Impulsivity,[]
7296,PSY 737S,Language Development ,[]
7297,RELIGION80S,Special Topics in Writing,[]
7298,RELIGION89S,First-Year Seminar,[]
7299,RELIGION101,Introduction to Religious Studies,"['CCI', 'CZ', 'EI']"
7300,RELIGION105,Biblical Hebrew II,['FL']
7301,RELIGION106,Biblical Hebrew II,['FL']
7302,RELIGION107,Introductory Sanskrit Language and Literature,['FL']
7303,RELIGION108,Introductory Sanskrit Language and Literature,['FL']
7304,RELIGION110,Hinduism,"['CCI', 'CZ', 'EI']"
7305,RELIGION120,Buddhism,"['CCI', 'CZ', 'EI']"
7306,RELIGION140,Judaism,"['CCI', 'CZ']"
7307,RELIGION140S,Judaism,"['CCI', 'CZ']"
7308,RELIGION141,Judaism Through Film,"['ALP', 'CCI', 'CZ', 'EI', 'W']"
7309,RELIGION145,The Old Testament/Hebrew Bible,"['CCI', 'CZ', 'EI']"
7310,RELIGION150,Christianity,"['CCI', 'CZ', 'EI']"
7311,RELIGION151,Christian Theological Debates in their Historical and Cultural Contexts,"['CCI', 'CZ', 'EI']"
7312,RELIGION155,The New Testament,"['CCI', 'CZ', 'EI']"
7313,RELIGION160,Islam,"['CCI', 'CZ', 'EI']"
7314,RELIGION165FS,Muslim Women across the Ages,"['CCI', 'CZ', 'SS', 'W']"
7315,RELIGION175,Religions of Asia,"['CCI', 'CZ', 'EI']"
7316,RELIGION176,"Japanese Religions: Buddhas, Kami, and other Deities","['CCI', 'CZ', 'EI']"
7317,RELIGION178,World Religions in American Life,"['CCI', 'CZ']"
7318,RELIGION190A,Duke-Administered Study Abroad: Special Topics in Religion,[]
7319,RELIGION190FS,Focus Program Seminars: Special Topics,[]
7320,RELIGION190S,Special Topics Seminar,[]
7321,RELIGION209,Intermediate Sanskrit ,['FL']
7322,RELIGION211S,Religion and Culture in Korea,"['CCI', 'CZ', 'EI']"
7323,RELIGION212,"Jews and Muslims, Judaism and Islam","['CCI', 'CZ', 'EI']"
7324,RELIGION213S,Shamanism and Spirit Possession,"['CCI', 'CZ', 'EI', 'R', 'SS']"
7325,RELIGION214S,"Andalusia: Muslim, Jewish, Christian Spain","['ALP', 'CCI', 'CZ']"
7326,RELIGION215,Greek and Roman Religion,"['CCI', 'CZ']"
7327,RELIGION219S,Muslim Women Across the Ages,"['CCI', 'CZ', 'SS', 'W']"
7328,RELIGION220,Religions of India,"['CCI', 'CZ']"
7329,RELIGION228,The Turks: From Ottoman Empire to European Union,"['ALP', 'CCI', 'CZ', 'EI', 'R']"
7330,RELIGION231,"Classical Judaism, Sectarianism, and Early Christianity","['CCI', 'CZ']"
7331,RELIGION232S,Prophecy and Prophets: Then and Now,"['CCI', 'CZ']"
7332,RELIGION233SA,Community Media and Social Change in India,"['CCI', 'EI', 'SS', 'STS']"
7333,RELIGION234,Martin Luther King and the Prophetic Tradition,"['CCI', 'CZ', 'EI', 'R', 'SS']"
7334,RELIGION236,Religion in Black America,"['CCI', 'CZ']"
7335,RELIGION236S,Religion in Black America,"['CCI', 'CZ']"
7336,RELIGION237,Religion in American Life,"['CZ', 'EI']"
7337,RELIGION240SL,West African Rootholds in Dance,"['ALP', 'CCI', 'CZ']"
7338,RELIGION241,Dance and Dance Theater of Asia,"['ALP', 'CCI', 'CZ']"
7339,RELIGION242,Kundalini Yoga and Sikh Dharma,"['ALP', 'CCI', 'CZ']"
7340,RELIGION243,History and Practice of the Dance and Dance-theatre of India,"['ALP', 'CCI', 'CZ']"
7341,RELIGION244,Dance and Religion in Asia and Africa,"['ALP', 'CCI', 'CZ']"
7342,RELIGION245,Music in East Asia,"['ALP', 'CCI', 'CZ']"
7343,RELIGION246,Music in South Asia,"['ALP', 'CCI', 'CZ']"
7344,RELIGION247,T’ai Chi and Chinese Thought,"['CCI', 'CZ']"
7345,RELIGION248,Hip-Hop and Religion,"['ALP', 'CCI', 'CZ', 'EI']"
7346,RELIGION258,Religion and the Novel in Modern India,"['ALP', 'CCI', 'CZ', 'EI']"
7347,RELIGION260,Pilgrimage and Tourism,"['ALP', 'CCI', 'CZ', 'EI', 'W']"
7348,RELIGION261,Medieval Christianity in Film and Fiction,"['ALP', 'CCI', 'CZ', 'EI']"
7349,RELIGION262,"Dante’s Divine Comedy: Hell, Purgatory and Paradise","['ALP', 'CCI', 'CZ', 'EI']"
7350,RELIGION263,Mystical Literature,"['ALP', 'CCI']"
7351,RELIGION264S,Autobiography and Religious Identity,"['ALP', 'CCI', 'CZ']"
7352,RELIGION268,Religion and Film,"['ALP', 'CCI', 'CZ', 'EI']"
7353,RELIGION269S,Fragmented Memories: Polish and Polish Jewish Culture Through Film,"['ALP', 'CCI', 'CZ', 'EI']"
7354,RELIGION270,Black Gods and Kings: Priests and Practices of the Afro-Atlantic Religions,"['CCI', 'CZ', 'EI', 'SS']"
7355,RELIGION271,Women in the Biblical Tradition: Image and Role,"['CCI', 'CZ', 'EI']"
7356,RELIGION274FS,Religion & Politics: The Middle East Today,"['CCI', 'CZ', 'EI', 'SS']"
7357,RELIGION275S,"Poetry, Desire & Religion","['ALP', 'CCI', 'CZ', 'W']"
7358,RELIGION276,Religion and Race,"['CCI', 'CZ', 'SS']"
7359,RELIGION277,Ethics in South Asia,"['ALP', 'CCI', 'CZ', 'EI']"
7360,RELIGION278S,"Epics of India: Ethics, Politics, and Performance Traditions","['ALP', 'CCI', 'CZ']"
7361,RELIGION279,Gandhi: Image and Reflection,"['CCI', 'CZ', 'EI']"
7362,RELIGION280S,Religion and Peace: Case Studies in Activism and Reconciliation,"['CCI', 'CZ', 'EI']"
7363,RELIGION281,American Apocalypse: Beat Generation Spirituality,"['ALP', 'CZ', 'EI', 'W']"
7364,RELIGION281A,The Cognitive Science of Religion and Morality,"['CZ', 'EI', 'R', 'W']"
7365,RELIGION282AS,"Science, Ethics, and Society","['CZ', 'EI']"
7366,RELIGION283,History and Culture of Iran,"['ALP', 'CCI', 'CZ', 'R']"
7367,RELIGION284,"Ritual, Performance, and Religion","['ALP', 'CCI', 'CZ']"
7368,RELIGION285,Sociology of Religion,"['CCI', 'R', 'SS']"
7369,RELIGION287,"Religion and Science: Biology, Minds, and Souls","['CCI', 'CZ', 'STS']"
7370,RELIGION288,Acts of Engagement,"['CCI', 'EI']"
7371,RELIGION290,Special Topics in Religion,[]
7372,RELIGION290S,Special Topics in Religion,[]
7373,RELIGION291,Independent Study,[]
7374,RELIGION292,Independent Study,[]
7375,RELIGION293,Research Independent Study,['R']
7376,RELIGION294,Research Independent Study,['R']
7377,RELIGION295S,"Black Muslims: Race, Religion, & Culture","['CCI', 'CZ']"
7378,RELIGION320S,Transnational Buddhism in Asia and America,"['CCI', 'CZ']"
7379,RELIGION321S,Buddhist Ethics,"['CCI', 'CZ', 'EI', 'W']"
7380,RELIGION322,Mahayana Buddhism,"['CCI', 'CZ']"
7381,RELIGION323,"Buddhist Meditation in Transformation: Historical, Scientific, and Medical Perspectives","['CCI', 'CZ', 'EI']"
7382,RELIGION323S,Buddhist Meditation: Cultivation Practices and Psychology,"['CCI', 'CZ', 'EI']"
7383,RELIGION324,Zen Buddhism: A Survey from Its Origins to the Present Day,"['CCI', 'CZ', 'EI']"
7384,RELIGION325S,Modern Korean Buddhism in the Global Context,"['ALP', 'CCI', 'CZ', 'EI']"
7385,RELIGION326S,Literary Islam,"['ALP', 'CCI', 'CZ']"
7386,RELIGION327S,"Tibetan Buddhism: Culture, Ethics, Philosophy and Practice","['CCI', 'CZ', 'EI', 'W']"
7387,RELIGION328S,Buddhism and Sexuality,"['CCI', 'CZ', 'EI']"
7388,RELIGION329S,Taoism and Mysticism,"['CCI', 'CZ']"
7389,RELIGION330S,Atheism and Buddhism,"['CCI', 'CZ', 'EI']"
7390,RELIGION331,Ethics in the Hebrew Bible/Old Testament,"['ALP', 'CCI', 'CZ', 'EI', 'W']"
7391,RELIGION332S,The Book of Psalms: Reading Biblical Poetry Then and Now,"['ALP', 'CCI', 'CZ', 'EI', 'W']"
7392,RELIGION335,Jewish Mysticism,"['ALP', 'CCI', 'CZ', 'EI', 'W']"
7393,RELIGION340,"Jewish History, 1492 to the Present","['CCI', 'CZ', 'EI', 'SS']"
7394,RELIGION341,Jewish Ethics,"['CCI', 'CZ', 'EI', 'W']"
7395,RELIGION342,The Holocaust,"['CCI', 'CZ', 'EI', 'STS']"
7396,RELIGION345,Contemporary Judaism,"['CCI', 'CZ', 'EI']"
7397,RELIGION347S,Women in Judaism,"['CCI', 'CZ', 'EI', 'W']"
7398,RELIGION349S,Zionism: Jewish and Christian Aspects,"['CCI', 'CZ', 'EI', 'SS']"
7399,RELIGION350S,Non-Canonical Gospels,"['ALP', 'CZ', 'EI']"
7400,RELIGION351,The Historical Jesus,"['CCI', 'CZ', 'EI']"
7401,RELIGION352,The Life and Letters of Paul,"['CCI', 'CZ', 'EI']"
7402,RELIGION353,Ethical Issues in Early Christianity,"['CCI', 'CZ', 'EI']"
7403,RELIGION355,History of the Christian Church,"['CCI', 'CZ', 'EI']"
7404,RELIGION356,Roman Catholic Tradition,['CZ']
7405,RELIGION358,The Reformation of the Sixteenth Century,"['CCI', 'CZ', 'EI']"
7406,RELIGION359S,Classics of the Christian Theological Tradition,"['CCI', 'CZ', 'EI']"
7407,RELIGION360,Jesus in Film,"['ALP', 'CCI', 'CZ']"
7408,RELIGION367,Women and Sexuality in the Christian Tradition,['CZ']
7409,RELIGION368,The Theology and Fiction of C. S. Lewis,"['ALP', 'CZ', 'EI']"
7410,RELIGION370FS,Qur’an Over Time,"['CCI', 'CZ', 'EI']"
7411,RELIGION370S,Understanding the Qur’an,"['CCI', 'CZ', 'EI']"
7412,RELIGION372,Islamic Awakening: Revival and Reform,"['CCI', 'CZ']"
7413,RELIGION372FS,Islamic Awakening: Revival and Reform,"['CCI', 'CZ']"
7414,RELIGION373S,Islamic Mysticism: Perso-Indian (Eastern) Traditions,"['CCI', 'CZ', 'EI']"
7415,RELIGION374S,"Muslim Philosophy and Theology, an introduction","['CZ', 'EI']"
7416,RELIGION375,Islamic Civilization I,"['CCI', 'CZ', 'EI']"
7417,RELIGION376,Islamic Civilization II,"['CCI', 'CZ', 'EI']"
7418,RELIGION377S,Religion and Politics in Post-Revolutionary Iran,"['CCI', 'CZ', 'EI']"
7419,RELIGION378,Islam in Asia,"['CCI', 'CZ', 'SS']"
7420,RELIGION379S,Islamic Media,"['ALP', 'CCI', 'CZ']"
7421,RELIGION380,Muslim World: Transformations and Continuities,"['CCI', 'SS']"
7422,RELIGION381,Rumi: Mysticism and Poetry,"['ALP', 'CCI', 'CZ', 'R']"
7423,RELIGION384S,Islam in the Americas,"['CCI', 'CZ', 'SS', 'W']"
7424,RELIGION386S,Local Islams: Islamic Communities in the Area,"['CCI', 'CZ', 'EI', 'SS']"
7425,RELIGION388S,Muslim Ethics and Islamic Law: Issues and Debates,"['CCI', 'CZ', 'EI']"
7426,RELIGION390A,Duke-Administered Study Abroad: Advanced Special Topics in Religion.,[]
7427,RELIGION390S,Junior-Senior Seminars,[]
7428,RELIGION391,Independent Study,[]
7429,RELIGION392,Independent Study,[]
7430,RELIGION393,Research Independent Study,['R']
7431,RELIGION394,Research Independent Study,['R']
7432,RELIGION399S,"Toni Morrison: Race, Trauma, and Redemption","['ALP', 'CCI', 'CZ', 'EI']"
7433,RELIGION410S,"Capstone Seminar Genocide: Race, Religion, and Violence in the Twentieth Century Europe","['CCI', 'CZ', 'R', 'SS', 'W']"
7434,RELIGION411S,"North Korea: Politics, Economics and Culture","['CCI', 'CZ', 'EI', 'SS']"
7435,RELIGION415S,"Capstone Seminar: Sex, Celibacy, and Purity in the Middle Ages","['CCI', 'CZ', 'EI', 'R']"
7436,RELIGION450S,Human Rights in Islam,"['CCI', 'CZ', 'EI']"
7437,RELIGION490S,Junior-Senior Seminars,[]
7438,RELIGION493,Honors Research,"['R', 'W']"
7439,RELIGION494,Honors Research,"['R', 'W']"
7440,RELIGION519S,"Andalusia: Muslim, Jewish, Christian Spain","['ALP', 'CCI', 'CZ']"
7441,RELIGION526A,Religion and Civil Society in the Arab World,"['CCI', 'CZ', 'EI']"
7442,RELIGION550,Archaeology of Palestine in Hellenistic-Roman Times,"['CCI', 'CZ', 'STS']"
7443,RELIGION552S,Live Images: Ancient and Medieval Representations of the Divine,"['ALP', 'CCI', 'CZ', 'W']"
7444,RELIGION560S,Reading Heidegger,"['ALP', 'CCI', 'CZ', 'EI']"
7445,RELIGION607,Hebrew Prose Narrative,['FL']
7446,RELIGION608,Classical Hebrew Poetry,['FL']
7447,RELIGION609,Rabbinic Hebrew,['FL']
7448,RELIGION610,Readings in Hebrew Biblical Commentaries,[]
7449,RELIGION611,Studies in Apocrypha and Pseudipigrapha,"['CCI', 'CZ']"
7450,RELIGION612,Language and Literature of Dead Sea Scrolls,[]
7451,RELIGION613S,Introduction to Jewish Studies,[]
7452,RELIGION620,Exegesis of the Hebrew Old Testament,[]
7453,RELIGION630-11,Exegesis of the Greek New Testament II: The Synoptic Gospels,['R']
7454,RELIGION630-12S,Exegesis of Greek NT II: Hebrews,[]
7455,RELIGION630-2,Exegesis of the Greek New Testament: Romans,"['CZ', 'FL']"
7456,RELIGION630-6,Exegesis of the Greek New Testament: I and II Corinthians,"['CZ', 'FL']"
7457,RELIGION631,Biblical Interpretation in Early Christianity,"['CZ', 'EI']"
7458,RELIGION632,Origen,"['CZ', 'EI']"
7459,RELIGION633,Augustine,"['CZ', 'EI']"
7460,RELIGION634,Early Christian Asceticism,"['CZ', 'EI']"
7461,RELIGION635S,Exegesis of the Greek New Testament: John’s Gospel,"['ALP', 'CZ', 'R']"
7462,RELIGION660,"Justice, Law, and Commerce in Islam","['CZ', 'EI']"
7463,RELIGION662S,Muslim Networks Across Time and Space,"['CCI', 'CZ', 'EI']"
7464,RELIGION663,Islam and Modernism,['CCI']
7465,RELIGION664,The Religion and History of Islam,"['CCI', 'CZ', 'R']"
7466,RELIGION680S,Buddhist Thought and Practice,"['CCI', 'EI']"
7467,RELIGION690S,Special Topics in Religion,[]
7468,RELIGION701S,Elementary Syriac,[]
7469,RELIGION703S,Aramaic,[]
7470,RELIGION704,Targumic Aramaic,[]
7471,RELIGION705,Elementary Akkadian,[]
7472,RELIGION706,Elementary Akkadian,[]
7473,RELIGION707,Introductory Sanskrit Language and Literature I,[]
7474,RELIGION708,Introductory Sanskrit Language and Literature II,[]
7475,RELIGION709,The Septuagint,[]
7476,RELIGION710,Readings in Judaica,[]
7477,RELIGION711,Pharisaic Judaism in the First Century,[]
7478,RELIGION712S,Early Jewish Apocalypses: Daniel and 1 Enoch,[]
7479,RELIGION713S,Greek-Speaking Judaism,[]
7480,RELIGION716S,The Deuteronomistic History,[]
7481,RELIGION717S,Modern Historical Study of the Prophets,[]
7482,RELIGION719S,Early Christianity in its Relation to Judaism,[]
7483,RELIGION720S,Old Testament Seminar,[]
7484,RELIGION721S,Old Testament Seminar,[]
7485,RELIGION730S,Seminar in the New Testament,[]
7486,RELIGION731S,Seminar in the New Testament,[]
7487,RELIGION733,Living Issues in New Testament Theology,[]
7488,RELIGION735,The Doctrine of the Trinity,[]
7489,RELIGION741,The Old Testament in the New: New Testament Writers as Interpreters of Scriptures,[]
7490,RELIGION742,The Christian Mystical Tradition in the Medieval Centuries,[]
7491,RELIGION743,The Life of Paul,[]
7492,RELIGION744,Pauline Theology,[]
7493,RELIGION745,The Theology of Paul: Coherence and Development,[]
7494,RELIGION746,The Gospel According to Saint Matthew in Recent Research	,[]
7495,RELIGION748S,Theology of St. Thomas Aquinas,[]
7496,RELIGION749S,Theology of St. Thomas Aquinas,[]
7497,RELIGION750S,Seminar in Christian Theology,[]
7498,RELIGION751,"God, Freedom, and Evil",[]
7499,RELIGION752S,Faith and Reason,[]
7500,RELIGION753,Catholic Moral Theology: Its History and Contemporary Issues,[]
7501,RELIGION754,Icon Theology,[]
7502,RELIGION755,Theology and Contemporary Secular Understanding of Human Nature,[]
7503,RELIGION756,"Happiness, Virtue, and Friendship",[]
7504,RELIGION757S,Seminar in Theological Ethics,[]
7505,RELIGION758,New Testament Ethics,[]
7506,RELIGION759,"Medicine, Ethics, and Theology: An Introduction",[]
7507,RELIGION760S,Seminar in Contemporary Christian Ethics,[]
7508,RELIGION765,Feminist Theology,[]
7509,RELIGION767,How Blackness Thinks: Religion and Black Feminism,[]
7510,RELIGION768,"The Most Segregated Hour: Churches, Race, Class, & Caste",[]
7511,RELIGION770,Islam and Its World,[]
7512,RELIGION775S,Sociology of Religion,[]
7513,RELIGION780,The Christian Movement in China,[]
7514,RELIGION781,Protestantism and the Making of Modern China,[]
7515,RELIGION782,The Next Christendom: The Rise of Christianity Outside the West,[]
7516,RELIGION783,Christianity's Encounter with Other Religions and Cultures: The Case of East Asia,[]
7517,RELIGION790,Readings in Buddhist Texts,[]
7518,RELIGION799,Special Readings in Religion,[]
7519,RELIGION803S,Intermediate Syriac,[]
7520,RELIGION809,Intermediate Sanskrit,[]
7521,RELIGION811S,Origins of Orthodoxy 380-750 C.E.,[]
7522,RELIGION812,Readings in Latin Ecclesiastical Literature,[]
7523,RELIGION814,The Sacraments in the Patristic and Early Medieval Period,[]
7524,RELIGION820,Women in the Medieval Church,[]
7525,RELIGION840,Luther and the Reformation in Germany,[]
7526,RELIGION841,The Radical Reformation,[]
7527,RELIGION842,Calvin and the Reformed Tradition,[]
7528,RELIGION843,Zwingli and the Origins of Reformed Theology,[]
7529,RELIGION844,Protestants and Pictures,[]
7530,RELIGION846,Visual Culture of Modern Christianity,[]
7531,RELIGION850S,Evangelical Traditions in America,[]
7532,RELIGION851,Interpretations of American Religion,[]
7533,RELIGION852S,Contemporary American Religion,[]
7534,RELIGION853S,Religious Issues in American History,[]
7535,RELIGION854,The Social Organization of American Religion,[]
7536,RELIGION857,American Religious Biography,[]
7537,RELIGION858,Catholic Traditions in the United States,[]
7538,RELIGION865,Nineteenth-Century European Theology,[]
7539,RELIGION866,Twentieth-Century European Theology,[]
7540,RELIGION871,Readings in the History of Religion,[]
7541,RELIGION872,Readings in North American Religious History,[]
7542,RELIGION880,Special Problems in Religion and Culture (Topics),[]
7543,RELIGION882S,"Spaces, Bodies, and Narratives: Mapping Religion in Colonial India",[]
7544,RELIGION884,Religion & Technology,[]
7545,RELIGION886,Christian Ethics and Contemporary Culture,[]
7546,RELIGION890.01,Special Topics: Early Christianity: Nyssa's Homilie,[]
7547,RELIGION890.02,Special Topics: Hebrew Exegesis: Deuteronomy,[]
7548,RELIGION904S,Advanced Syriac,[]
7549,RELIGION905S,Advanced Syriac,[]
7550,RELIGION910S,Ethnography of Religion,[]
7551,RELIGION911,Religious Material Culture in Theory and Practice,[]
7552,RELIGION912S,Theorizing Religion,[]
7553,RELIGION914,Modernity of Religion,[]
7554,RELIGION915,Readings in Theology and Language,[]
7555,RELIGION916,Topics in the Study of Japanese Religions,[]
7556,RELIGION920,Systematic Theology,[]
7557,RELIGION930,Death and Dying in Late Antiquity,[]
7558,RELIGION930S,History and Theory,[]
7559,RELIGION935,Gospel of John in Greek,[]
7560,RELIGION940S,Christian Theology/Western Metaphysics,[]
7561,RELIGION941,Philosophical Theology I,[]
7562,RELIGION942,Philosophical Theology II,[]
7563,RELIGION943S,Philosophy and Theology After Wittgenstein,[]
7564,RELIGION945,Philosophical Method in Religious Studies,[]
7565,RELIGION946,"Comparative Medieval Philosophy (Al-Farabi, Avicenna, Al-Ghazali, Averroes, Maimonides, Aquinas)",[]
7566,RELIGION947S,"Comparative Religious Studies (Case Study of Judaism, Christianity & Islam)",[]
7567,RELIGION950,Hermeneutics,[]
7568,RELIGION955,Practical Reason and Personal Identity: Explorations in Narrative,[]
7569,RELIGION960,Moral Theology in the Twentieth Century,[]
7570,RELIGION996S,Teaching in Religion,[]
7571,RELIGION120,Buddhism,"['CCI', 'CZ', 'EI']"
7572,RELIGION176,"Japanese Religions: Buddhas, Kami, and other Deities","['CCI', 'CZ', 'EI']"
7573,RELIGION321S,Buddhist Ethics,"['CCI', 'CZ', 'EI', 'W']"
7574,RELIGION322,Mahayana Buddhism,"['CCI', 'CZ']"
7575,RELIGION323,"Buddhist Meditation in Transformation: Historical, Scientific, and Medical Perspectives","['CCI', 'CZ', 'EI']"
7576,RELIGION323S,Buddhist Meditation: Cultivation Practices and Psychology,"['CCI', 'CZ', 'EI']"
