,number,name
1431,ICS452, Economic Growth
1432,ICS489, Capstone: Global Studies
1433,ICS495, Senior Honors Seminar
1434,ICS506, Politics Of Us Foreign Policy
1435,ICS515, Interethnic Intimacies
1436,ICS561, 9/11: Causes/Response/Strategy
1437,ICS580, Water Coop/Conflict
1438,ICS605, East Asian Cultural St
1439,IMMUNOL493, Research Independent Study
1440,IMMUNOL544, Principles Of Immunology
1441,IMMUNOL601, Immunology Of Human Diseases
1442,IMMUNOL658, Structural Biochemistry I
1443,IMMUNOL659, Structural Biochemistry Ii
1444,IMMUNOL701, Pillars Of Immunology
1445,IMMUNOL731, Immunology Seminar
1446,IMMUNOL732, Immunology Seminar
1447,IMMUNOL735, Topics In Immunology
1448,IMMUNOL791, Research In Immunology
1449,INTERDIS100," Molecules, Cells & Tissues"
1450,INTERDIS101, Normal Body
1451,INTERDIS105, Practice Year 1
1452,INTERDIS110, Global Health
1453,INTERDIS155, Medical Spanish I
1454,INTERDIS156, Medical Spanish Ii
1455,INTERDIS204, Clinical Skills Course
1456,INTERDIS205, Practice Year 2
1457,INTERDIS207, Prim Care Ldr Track. (Pclt)
1458,INTERDIS208, Prim Care Seminar
1459,INTERDIS305, Practice Year 3
1460,INTERDIS312, Research Ethics
1461,INTERDIS314, Medical Statistics
1462,INTERDIS400, Independent Study
1463,INTERDIS401, Acute Care Curriculum
1464,INTERDIS402, Intro Hlthcare Mkts And Policy
1465,INTERDIS450, Capstone
1466,INTERDIS470, Clinical Research Experience
1467,INTERDIS475, Clin Exper
1468,INTERSES204, Health Policy/Global Health
1469,ISS110," Information, Society & Culture"
1470,ISS111, Intro Arts Of The Moving Image
1471,ISS230, Meteoritics/Solar System Hist
1472,ISS240,Based Multimedia Communic
1473,ISS248, Editing For Film And Video
1474,ISS250, Building Global Audiences
1475,ISS290, Special Topics
1476,ISS291, Iss Independent Study
1477,ISS293, Iss Research Ind Study
1478,ISS302," Hashtags Memes, Digital Tribes"
1479,ISS305, Virtual Museums
1480,ISS320, Unity 3D Prog./Int. Design
1481,ISS323, Social Movements/Social Media
1482,ISS354, Web Design And Narrative
1483,ISS390, Special Topics
1484,ISS491, Iss Independent Study
1485,ISS493, Iss Research Ind Study
1486,ISS535, Chinese Media & Pop Culture
1487,ISS544, Digital Archaeology
1488,ISS580, Hist & Cult Viz Proseminar 1
1489,ISS590, Special Topics In Isis
1490,ISS591, Independent Study
1491,ISS691, Independent Study
1492,ISS791, Individual Research In Iss
1493,ITALIAN89, First Year Seminar In Italian
1494,ITALIAN101, Elementary Italian 1
1495,ITALIAN102, Elementary Italian 2
1496,ITALIAN190, Focus Topics: Ital Lit & Cult
1497,ITALIAN203, Intermediate Italian
1498,ITALIAN204, Adv Intermediate Italian
1499,ITALIAN220, Modern European Short Fiction
1500,ITALIAN256, Italian Baroque Art
1501,ITALIAN301, Intro To Italian Culture
1502,ITALIAN302, Italy 21St Century
1503,ITALIAN335, Major Italian Authors
1504,ITALIAN393, Research Independent Study
1505,ITALIAN493, Research Independent Study
1506,ITALIAN583, Dante Studies
1507,ITALIAN590, Topics Italian Studies
1508,ITALIAN791, Special Readings
1509,JEWISHST89, First Year Seminar
1510,JEWISHST101, Elementary Modern Hebrew
1511,JEWISHST145, Old Testament/Heb Bible
1512,JEWISHST203, Intermed Modern Hebrew
1513,JEWISHST243, Modern European Short Fiction
1514,JEWISHST258, The Modern Middle East
1515,JEWISHST369, Germany Confronts Holocaust
1516,JEWISHST390, Seminar
1517,JPN101, Elementary Japanese
1518,JPN203, Intermediate Japanese
1519,JPN305, Advanced Japanese
1520,JPN391, Independent Study
1521,JPN471, Topics In Classical Japanese
1522,JPN771, Topics In Classical Japanese
1523,KICHE101, Elementary K'Iche' Maya I
1524,KICHE203, Intermediate K'Iche' Maya I
1525,KICHE701, Elementary K'Iche' Maya I
1526,KICHE703, Intermediate K'Iche' Maya I
1527,KOREAN101, Elementary Korean
1528,KOREAN203, Intermediate Korean
1529,KOREAN305, Advanced Korean
1530,KOREAN391, Independent Study
1531,KOREAN408, Issues In Korean Lang/Soc Ii
1532,LATAMER230, Intro Contem Latin Amer
1533,LATAMER320, Social Movements/Social Media
1534,LATAMER330, Middle East And Latin America
1535,LATAMER590, Sp Top In Latin Amer Culture
1536,LATIN101, Elementary Latin
1537,LATIN203, Intermediate Latin
1538,LATIN301, Advanced Latin
1539,LATIN324, Latin Epic
1540,LATIN360, Latin Of Late Republic
1541,LATIN493, Research Independent Study
1542,LATIN581, Latin Prose Syntax And Style
1543,LATIN768, Seminar Lat Lit Ii (Top)
1544,LAW101, Foundations Of Law
1545,LAW110, Civil Procedure
1546,LAW120, Constitutional Law
1547,LAW130, Contracts
1548,LAW140, Criminal Law
1549,LAW160, Legal Anly/Research/Writ
1550,LAW170, Property
1551,LAW180, Torts
1552,LAW190, Distinct Aspects U S Law
1553,LAW195," Us Legl Anly, Res & Wr Int Std"
1554,LAW200, Administrative Law
1555,LAW201, Legal Writing: Craft & Style
1556,LAW203, Business Strategy For Lawyers
1557,LAW210, Business Associations
1558,LAW218, Comp Law:West Legal Trad
1559,LAW227, Use Of Force In Internatnl Law
1560,LAW235, Environmental Law
1561,LAW238, Ethics/Law Of Lawyering
1562,LAW239, Eth Civil Litigation
1563,LAW244, Bus & Econ Of Law Firms
1564,LAW245, Evidence
1565,LAW250, Family Law
1566,LAW252, Foreign Relations Law
1567,LAW255, Federal Income Taxation
1568,LAW260, Financial Information
1569,LAW265, First Amendment
1570,LAW270, Intellectual Property
1571,LAW285, Labor Relations Law
1572,LAW287, Commercial/Bankrupt Law
1573,LAW295, Trusts And Estates
1574,LAW298, Ocean & Coastal Law & Policy
1575,LAW301, Aids And The Law
1576,LAW304, Big Bank Regulation
1577,LAW306, Corp Crime
1578,LAW311, Election Law
1579,LAW317, Criminal Justice Ethics
1580,LAW319, Analy Methods
1581,LAW322, Copyright Law
1582,LAW324, Corporate Restructuring
1583,LAW327, Energy Law
1584,LAW329, Education Law
1585,LAW333, Science Law And Policy
1586,LAW347, Health Care Law/Policy
1587,LAW351, Survey Of Immgrat Law & Policy
1588,LAW358, Struct Vent Cap & Priv Equity
1589,LAW359, Intro To Law & Economics
1590,LAW366, Adv/Wrongful Convictions
1591,LAW369, Patent Law And Policy
1592,LAW393, Trademark Law/Unfair Com
1593,LAW400, Health Justice Clinic
1594,LAW401, Adv. Health Justice Clinic
1595,LAW402, Hiv/Aids Policy Clinic
1596,LAW404, Advanced Hiv/Aids Pol. Clinic
1597,LAW405, Appellate Practice
1598,LAW407, Fall
1599,LAW416, Children'S Law Clinic
1600,LAW421,Trial Litigation
1601,LAW422, Criminal Trial Practice
1602,LAW427, Community Enterprise Clinic
1603,LAW429, Civil Justice Clinic
1604,LAW431, Advanced Civil Justice Clinic
1605,LAW437, Int'L Human Rights Clinic
1606,LAW438, Advanced Human Rights Clinic
1607,LAW441,Up Ventures Clinic
1608,LAW443, Environmental Law & Policy Cl
1609,LAW448, Adv.Guantanamo Defense Clinic
1610,LAW460, Negotiation
1611,LAW473, Scholarly Writing Workshop
1612,LAW493, Wrongful Convictions Clinic
1613,LAW500, Arbitration: Law And Practice
1614,LAW510, Legal Interviewing/Counseling
1615,LAW515, Contract/Drafting Finance
1616,LAW524, Health/ Med Res For Lawyers
1617,LAW534, Adv Entrepreneurial Client
1618,LAW537, Advocacy: Int'L Human Rights
1619,LAW541,Profit Orgs
1620,LAW547, Criminal Justice Policy
1621,LAW553, Empirical Research Methods
1622,LAW560, Sales/Value Added Tax Law
1623,LAW562, Sentencing And Punishment
1624,LAW567," Law, Econ. & Politics Colloq."
1625,LAW582, National Security Law
1626,LAW591, Development Finance
1627,LAW593, Sexuality And The Law
1628,LAW601, Duke In Dc: Fed. Policymaking
1629,LAW610, Exchange Program
1630,LAW611, Readings
1631,LAW613, Readings In Happiness (Fall)
1632,LAW617, Environmental Law Rdgs Wrkshp
1633,LAW621, Externship
1634,LAW623, Ext. Assoc. Research Paper
1635,LAW624, Capstone Project
1636,LAW627, Externship Research Tutorial
1637,LAW628, Jd Legal Writing
1638,LAW634,Llmle
1639,LAW636, Food Law And Policy
1640,LAW640, Independent Research
1641,LAW641, Fed Def Office For E Dist Nc
1642,LAW642, Def Federal Crim Defendant
1643,LAW655, Spanish For Legal St
1644,LAW679, Duke In Dc: Externship
1645,LAW690, Jd/Ma Global Business Law
1646,LAW699, Continuation Sjd
1647,LAW700, Sjd Research
1648,LAW702, Alternative Dispute Resolution
1649,LAW722, Intl Business Law
1650,LAW731, Legal Strategy
1651,LAW737, Environmental Litigation
1652,LAW771, Advanced Torts
1653,LAW776, Supreme Court Litigation
1654,LAW777, Deal Skills
1655,LAW778, Law & Entrepreneurship
1656,LAW781, Music Copyright: Law Of Music
1657,LAW785, Legal Writing In Civ Prac
1658,LAW796, Writing: Sport Arbitration
1659,LINGUIST114, The Power Of Poetry
1660,LINGUIST170, Advertising/Society: Global
1661,LINGUIST190, Special Topics In Linguistics
1662,LINGUIST201, Intro To Linguistics
1663,LINGUIST208, Philosophy Of Mind
1664,LINGUIST209, Philosophy Of Language
1665,LINGUIST212," Law, Ethics & Responsibility"
1666,LINGUIST213, The Politics Of Language
1667,LINGUIST216, Neuroscience / Human Language
1668,LINGUIST250, Symbolic Logic
1669,LINGUIST304, French Comp/Translation
1670,LINGUIST390,Adm St Abr (Adv Top)
1671,LINGUIST396, Language In Immigrant America
1672,LINGUIST451, Language And Society
1673,LINGUIST494, Research Independent Study
1674,LINGUIST510, Brain And Language
1675,LIT89,Year Seminar (Top)
1676,LIT102,Amer St
1677,LIT110, Intro To Film Studies
1678,LIT111, Intro Arts Of The Moving Image
1679,LIT143, Intro To Latino/A Studies
1680,LIT190, Sp Topics:Intro To Literature
1681,LIT201, Intro Global Cultural Studies
1682,LIT202, Intro To Performance Studies
1683,LIT211, Indian Cinema
1684,LIT212, World Of Korean Cinema
1685,LIT213, Japanese Cinema
1686,LIT220, Film Genres
1687,LIT223, Film Noir
1688,LIT244, Modern European Short Fiction
1689,LIT248, Chinese Lit/Cult In Translatn
1690,LIT250, American Immigrant Experiences
1691,LIT260, Freud And Sexuality
1692,LIT279, Documentary Poetry
1693,LIT280," Marx, Nietzsche, Freud"
1694,LIT285, Existentialism
1695,LIT290, Sp Top Int'L Lit & Culture
1696,LIT302," Hashtags Memes,Digital Tribes"
1697,LIT320, Social Movements/Social Media
1698,LIT328, Literary Islam
1699,LIT338, Graphic Novels
1700,LIT343, Mass Incarceration/Citizenship
1701,LIT351, Contemporary Novel
1702,LIT369, Germany Confronts Holocaust
1703,LIT382, Fictions That Mark The Moment
1704,LIT390, Sp Top World Lit/Culture
1705,LIT391, Independent Study
1706,LIT415, Interethnic Intimacies
1707,LIT439, Queer China
1708,LIT440, Games And Culture
1709,LIT490, Special Topics In Literature
1710,LIT495, Honors Thesis I
1711,LIT515, Interethnic Intimacies
1712,LIT521, Hist/Phil Perspect On Science
1713,LIT539, Queer China
1714,LIT571, East Asian Cultural St
1715,LIT583, Dante Studies
1716,LIT590, Sp Top In Literature
1717,LIT620,Makers
1718,LIT631, Modern Chinese Cinema
1719,LIT690, Paradigms Modern Thought (Top)
1720,LIT691, Black Sonic
1721,LIT890, Seminars In Lit (Topics)
1722,LIT891, Special Readings
1723,LS750, Interdisciplinary Studies
1724,LS760, Selected Topics
1725,LS770, Selected Topics
1726,LS780, Selected Topics
1727,LS850, Master'S Project Colloquium
1728,LS890, Special Readings
1729,LS899, Directed Readings
1730,LSGS101, Intro To Latino/A Studies
1731,LSGS290, Sp Topics In Latino/A Studies
1732,LSGS305, Spanish For Heritage Speakers
1733,LSGS306," Health, Culture, Latino Commun"
1734,LSGS308," Latino/A Voices In Duke, Durhm"
1735,LTS760, Intro Christian Worship
1736,LTS772, Art & Craft: Pub Proclamation
1737,LTS806, Preaching On Sacraments
1738,LTS999, Directed Study
1739,MANAGEMT544, Management And Organizations
1740,MANAGEMT730," Leadership, Ethics & Organiztn"
1741,MANAGEMT738, Managing Innovation
1742,MANAGEMT745, Negotiation
1743,MANAGEMT747, Leadership
1744,MANAGEMT748, Mgt Hum Assets/Org Chg
1745,MANAGEMT749, Ethics In Management
1746,MANAGEMT754, Mentored Study/Entrepre
1747,MANAGEMT898, Special Topics
1748,MANAGEMT899, Independent Study (Top)
1749,MARKETNG550, Intro To Marketing Analysis
1750,MARKETNG795, Marketing Management
1751,MARKETNG796, Market Intelligence
1752,MARKETNG802, Marketing Of Innovations
1753,MARKETNG807, Marketing Strategy
1754,MARKETNG808, Strategy & Tactics Of Pricing
1755,MAT741, Internship/Reflective Practice
1756,MAT743, Teaching Diverse Learners
1757,MATH89,Year Seminar (Top)
1758,MATH105, Lab Calc/Functions I
1759,MATH106, Lab Calc/Functions Ii
1760,MATH111, Laboratory Calculus I
1761,MATH112, Laboratory Calculus Ii
1762,MATH122, Intro Calculus Ii With Applica
1763,MATH161, Mathematical Models In Biology
1764,MATH165, Cryptography And Society
1765,MATH191, Independent Study
1766,MATH202, Multivar Calculus For Econ
1767,MATH212, Multivariable Calculus
1768,MATH216, Linear Algebra & Diff Equation
1769,MATH221, Linear Algebra & Applica
1770,MATH230, Probability
1771,MATH281, Problem Solving Seminar
1772,MATH323, Geometry
1773,MATH333, Complex Analysis
1774,MATH340, Advanced Intro Probability
1775,MATH342, Statistics
1776,MATH353, Ord And Prtl Diff Equations
1777,MATH356, Elem Differential Equat
1778,MATH371, Combinatorics
1779,MATH391, Independent Study
1780,MATH392, Independent Study
1781,MATH393, Research Independent Study
1782,MATH394, Research Independent Study
1783,MATH401, Intro Abstract Algebra
1784,MATH411, Topology
1785,MATH431, Advanced Calculus I
1786,MATH465, Intro High Dim Data Analysis
1787,MATH477, Math Modeling With Writing
1788,MATH491, Independent Study
1789,MATH492, Independent Study
1790,MATH493, Research Independent Study
1791,MATH494, Research Independent Study
1792,MATH501, Algebraic Structures I
1793,MATH531, Basic Analysis I
1794,MATH541, Applied Stochastic Proc
1795,MATH551, App Part Diff Equ & Compx Var
1796,MATH553, Asymp/Perturbation Methods
1797,MATH555, Ordinary Diff Equations
1798,MATH561, Numerical Linear Algebra
1799,MATH581, Mathematical Finance
1800,MATH601," Groups, Rings, And Fields"
1801,MATH603, Representation Theory
1802,MATH611, Algebraic Topology I
1803,MATH625, Riemann Surfaces
1804,MATH631, Real Analysis
1805,MATH635, Functional Analysis
1806,MATH690, Topology
1807,MATH743, Linear Models
1808,MATH771, Teaching College Mathematics
1809,MATH790, Current Res In Appl Math
1810,MATH799, Special Readings
1811,ME221, Struc/Prop Of Solids
1812,ME321, Me Analysis For Design
1813,ME331, Thermodynamics
1814,ME336, Fluid Mechanics
1815,ME344, Control Systems
1816,ME391, Projects
1817,ME421, Mechanical Design
1818,ME431, Heat And Mass Transfer
1819,ME442, Intro Robotics/Automation
1820,ME461, Energy Eng And Environment
1821,ME473, Aerospace Structures
1822,ME490, Special Topics
1823,ME491, Special Projects
1824,ME493, Engrg Undergrad Fellow
1825,ME514, Theortical & Applied Poly Sci
1826,ME517, Electromagnetism Of Fluids
1827,ME518, Biomedical Materials
1828,ME524, Finite Element Method
1829,ME532, Convective Heat Transfer
1830,ME536, Compressible Fluid Flow
1831,ME541, Intermediate Dynamics
1832,ME544, Adv Mechanical Vibrations
1833,ME555, Advanced Topics
1834,ME572, Engineering Acoustics
1835,ME627, Linear System Theory
1836,ME672, Unsteady Aerodynamics
1837,ME711, Nanotechnology Materials Lab
1838,ME717, Biological Engineering Sem
1839,ME759, Special Readings
1840,MEDHUM301, Research In Medhum
1841,MEDICINE205, Medicine
1842,MEDICINE221, A Taste Of Palliative Care
1843,MEDICINE223, Gastroenterology
1844,MEDICINE225, Intro Hospital Med Qual Improv
1845,MEDICINE226, Intro To Endocrinology
1846,MEDICINE227, Intro To Consultative Cardio
1847,MEDICINE229, Adult Nephrology
1848,MEDICINE401,Va)
1849,MEDICINE402,Onc
1850,MEDICINE404, Cardiac Care Unit Subintern
1851,MEDICINE405,Duke
1852,MEDICINE406,Va
1853,MEDICINE407, Int Med/Psychiatry
1854,MEDICINE408,I
1855,MEDICINE412, Hospital Medicine
1856,MEDICINE414, Intro Outpt Prim Care
1857,MEDICINE415, Clinical Management Of Obesity
1858,MEDICINE416, Effective Clinical Teaching
1859,MEDICINE423, Rheumatology
1860,MEDICINE425, Clinical Coagulation
1861,MEDICINE427, Hospice And Palliative Med
1862,MEDICINE428, Metabolism & Endocrinology
1863,MEDICINE430, Pulmonary Medicine
1864,MEDICINE431, Adult Allergy & Clin Immun
1865,MEDICINE434,Duke Or Va
1866,MEDICINE435, Gastroenterology
1867,MEDICINE438,Duke Or Va
1868,MEDICINE440, Clin Infectious Diseases
1869,MEDICINE442, Clin Arrhythmia Service
1870,MEDICINE444, Heart Failure & Transplantatn
1871,MEDICINE445, Consultative Cardiology
1872,MEDICINE446, Nephrology
1873,MEDICINE449, Geriatric Medicine
1874,MEDPHY500, Radiation Physics
1875,MEDPHY505, Anat/Physiol Med Physicists
1876,MEDPHY530, Modern Diagnostic Imaging Syst
1877,MEDPHY541, Nuclear Medicine Physics
1878,MEDPHY722, Adv Photon Beam Rad Therapy
1879,MEDPHY726, Practicum On Mc Methods In Mp
1880,MEDPHY728, Clinical Practicum (Rt)
1881,MEDPHY731, Adv Med Imaging Physics
1882,MEDPHY733, Clinical Practicum (Di)
1883,MEDPHY751, Research Topics In Medphys
1884,MEDPHY781, Clinical Shadowing
1885,MEDPHY791, Ind Study In Medical Physics
1886,MEDREN105, Old Worlds/New Histories
1887,MEDREN125, Early Modern Europe
1888,MEDREN190, Special Topics In Focus
1889,MEDREN201, Music History I
1890,MEDREN215, Gothic Cathedrals
1891,MEDREN246, Italian Baroque Art
1892,MEDREN255,1700
1893,MEDREN259, Europe Before The Crusades
1894,MEDREN281, Reformation Europe
1895,MEDREN331, Shakespeare Before 1600
1896,MEDREN337, Milton
1897,MEDREN390, Sem Med/Renaiss St (Top)
1898,MEDREN493, Research Ind Study: Thesis
1899,MEDREN550, Early/Med Christianity
1900,MEDREN615, Dante Studies
1901,MEDREN690, Renaissance Studies (Top)
1902,MENG540, Mgmnt High Tech Industries
1903,MENG550, Meng Internship Project
1904,MENG551, Meng Internship/Proj Assessmnt
1905,MENG570, Business Fundamentals For Eng
1906,MFAEDA711, Doc Fieldwork
1907,MFAEDA713, Comp Media Studio
1908,MFAEDA720, Critique I
1909,MFAEDA722, Critique Iii
1910,MFAEDA791, Thesis Writing
1911,MGM293, Research Independent Study I
1912,MGM593, Research Independent Study
1913,MGM701, Foundations Of Mgm
1914,MGM702, Scientific Writing
1915,MGM703, Infection Biology
1916,MGM720, Ngs Computational Tools
1917,MGM778, Genetic Solutns Biol Problems
1918,MGM790, Topics In Mgm
1919,MGM793, Research In Mgm
1920,MGMTCOM504, International Student Bootcamp
1921,MGMTCOM567, Leadership Communication 1
1922,MGMTCOM568, Leadership Communication 2
1923,MGMTCOM572, Managerial Writing
1924,MGMTCOM899, Independent Study (Top)
1925,MGRECON547, Fundmntl Of Business Economics
1926,MGRECON780, Managerial Economics
1927,MGRECON788, Competitive Analysis
1928,MIDIP301, Research In Midip
1929,MILITSCI91, Leadership Laboratory: Fall
1930,MILITSCI93, Fall
1931,MILITSCI94, Basic Army Phys Development
1932,MILITSCI101, Intro Army / Critical Thinking
1933,MILITSCI201, Innovative Team Leadership Lec
1934,MILITSCI301, Small Unit Military Leadership
1935,MILITSCI401, Mission Command & Army Pro
1936,MMCI301, Research In Mmci
1937,MMCI511, Cost And Managerial Accounting
1938,MMCI533, Clinical Informatics Ethics 1
1939,MMCI534, Clinical Informatics Ethics 2
1940,MMCI537, Health It Business Solutions
1941,MMCI538," Data, Information & Knowledge"
1942,MMCI544, Management And Organizations
1943,MMCI550, Intro To Marketing Analysis
1944,MMCI554, Operatns And Supply Chain Mgmt
1945,MMS190, Special Topics
1946,MMS210, Managerial Effectiveness
1947,MMS220, Marketing Management
1948,MMS272, Borders/Cultures/Demo
1949,MMS360, Entrepreneurial Opp. And Finan
1950,MMS370, Managerial Finance
1951,MMS380, Entrepreneurial Marketing
1952,MMS390,Adm St Abr (Adv Top)
1953,MMS396, New Ventures 3
1954,MMS450, Markets/Mgmnt Capstone
1955,MMS490, Special Topics
1956,MOLCAN551, Bme Opt Spect Tissue Optics
1957,MOLCAN780, Student Seminar
1958,MOLCAN793, Research In Pharmacology
1959,MOLCAN818, Molec Mech Oncogenesis
1960,MOLMED301,Oncolog Sci
1961,MOLMED302, Regen Med
1962,MOLMED303,Mol Bas Dis
1963,MOLMED304,Nutrit/Meta
1964,MOLMED305,Trans Pharm
1965,MSIS301, Information Sci Study Prog
1966,MSLS301, Library Science Study Prog
1967,MUSIC89,Year Seminar (Top)
1968,MUSIC101, Class Piano
1969,MUSIC103, Classical Piano
1970,MUSIC104, Violin
1971,MUSIC105, Flute
1972,MUSIC106, Trumpet
1973,MUSIC107, Percussion
1974,MUSIC115, Vocal Diction
1975,MUSIC120," Music, Sound, And Style"
1976,MUSIC126, Acoustics And Music
1977,MUSIC129," Sound,Music, & Moving Image"
1978,MUSIC130, World Music
1979,MUSIC140, Introduction To Jazz
1980,MUSIC143, History Of Rock
1981,MUSIC144, Meet The Beatles And The 1960S
1982,MUSIC145,Hop/Rap Music Appreciation
1983,MUSIC161, Intro To Music Theory (Adv)
1984,MUSIC171, Jazz Combo/Improvisation I
1985,MUSIC190, Special Topics In Music
1986,MUSIC203, Classical Piano
1987,MUSIC204, Violin
1988,MUSIC205, Flute
1989,MUSIC206, Trumpet
1990,MUSIC207, Percussion
1991,MUSIC208, Voice
1992,MUSIC210, Symphony Orchestra
1993,MUSIC211, Collegium Musicum
1994,MUSIC212, Djembe Ensemble
1995,MUSIC213, Opera Workshop
1996,MUSIC234, Music In East Asia
1997,MUSIC255, Music History I
1998,MUSIC258, Music History Iv
1999,MUSIC261, Theor/Prac Tonal Mus I
2000,MUSIC274, Computer Music
2001,MUSIC281, Composition I
2002,MUSIC288, Music As Biology
2003,MUSIC290, Sp Top Music History
2004,MUSIC318, Instrumental Conducting
2005,MUSIC337,Hop Production
2006,MUSIC381, Composition Ii
2007,MUSIC393, Research Independent Study
2008,MUSIC401, Adv St Mus Performance
2009,MUSIC461, Theor/Prac Tonal Mus Iii
2010,MUSIC481, Advanced Composition
2011,MUSIC590, Selected Topics In Analysis
2012,MUSIC690, Composition Sem (Topics)
2013,MUSIC691, Black Sonic
2014,MUSIC697, Composition
2015,MUSIC698, Composition
2016,MUSIC699, Composition
2017,MUSIC790, Sem Hst Of Mus (Topics)
2018,MUSIC791, Independent Study
2019,MUSIC792, In St Perform Prac/Interpre
2020,MUSIC797, Composition
2021,MUSIC798, Composition
2022,MUSIC799, Composition
2023,NAVALSCI101, Intro To Naval Science
2024,NAVALSCI189, 1St Year Naval Leadership Lab
2025,NAVALSCI289, 2Nd Year Naval Leadership Lab
2026,NAVALSCI331, Naval Ship Systems
2027,NAVALSCI353, Navigation
2028,NAVALSCI389, 3Rd Year Naval Leadership Lab
2029,NAVALSCI423, Leadership And Ethics
2030,NAVALSCI489, 4Th Year Naval Leadership Lab
2031,NEURO205, Neurology
2032,NEURO220, Neurocritical Care
2033,NEURO401,Internship
2034,NEURO402, Neurology Clerkship
2035,NEURO403, Clin Neuro Subspecialties
2036,NEURO404, Consultative Neurology
2037,NEUROBIO393, Research Independent Study
2038,NEUROBIO710, Scientific Writing
2039,NEUROBIO719, Concepts In Neuroscience I
2040,NEUROBIO726, Neurobiology Journal Club
2041,NEUROBIO733, Experiment Design & Statistics
2042,NEUROBIO751, Neuroscience Bootcamp
2043,NEUROBIO759, Principles In Cog Neuro I
2044,NEUROBIO790, Student Seminar (Top)
2045,NEUROBIO793, Research In Neurobiology
2046,NEUROBIO795, Special Topics In Neuroscience
2047,NEUROSCI101, Bio Bases Of Behavior
2048,NEUROSCI102, Bio Bases Of Behavior (Team)
2049,NEUROSCI116, Neuroscience / Human Language
2050,NEUROSCI150, Research Practicum
2051,NEUROSCI153, Drugs And The Law
2052,NEUROSCI201, Fundamentals Neurosci
2053,NEUROSCI211, Brain And Behavior
2054,NEUROSCI212, Intro Cognitive Neurosci
2055,NEUROSCI223, Cell And Molec Neurobio
2056,NEUROSCI252, Philosophy And Neuroscience
2057,NEUROSCI258, Decision Neuroscience
2058,NEUROSCI277, Inside The Disordered Brain
2059,NEUROSCI278, Nature/Nurture
2060,NEUROSCI288, Music As Biology
2061,NEUROSCI350, Drug Actions & Reactions
2062,NEUROSCI376, Contemporary Neurosci Methods
2063,NEUROSCI380, Functional Neuroanatomy
2064,NEUROSCI381, Sen Phys/Bhv Mar Animals
2065,NEUROSCI426, Visual Processing
2066,NEUROSCI427, Sensory Biology
2067,NEUROSCI461, Neurobio Learning/Memory
2068,NEUROSCI493, Research Independent Study 1
2069,NEUROSCI494, Research Independent Study 2
2070,NEUROSCI495, Research Independent Study 3
2071,NEUROSCI496, Research Independent Study 4
2072,NEUROSCI503, Computational Neuroengineering
2073,NEUROSCI510, Brain And Language
2074,NEUROSCI533, Essentials Pharm/Toxicol
2075,NEUROSCI555, Philosophy Of Mind (Top)
2076,NEUROSCI751, Neuroscience Bootcamp
2077,NEUROSCI755, Research Rotation
2078,NEUROSUR220, Neurosurgical Intervention
2079,NEUROSUR401, Subi In Neurosurgery
2080,NEUROSUR402, Intermediate Clin Neurosurgery
2081,NEUROSUR404,Oncology
2082,NEWTEST701, N T Greek Reading
2083,NEWTEST760, Hellenistic Greek
2084,NEWTEST770, Ex Eng Nt: Acts
2085,NEWTEST870, Ex Grk N T: Galatians
2086,NEWTEST950,Roman Phil
2087,NEWTEST959, Advanced Greek
2088,NEWTEST999, Directed Study
2089,NSS301, Research In Nss
2090,NURSING388, Health Assessment
2091,NURSING389, Wellness
2092,NURSING392, Prof Nursing Pp&F
2093,NURSING393, Phys Homeo Prin Pharm
2094,NURSING449, Np Res: Family
2095,NURSING459, Np Res: Adult Prim Care
2096,NURSING473, Prof Nursing: Team Member
2097,NURSING474, Nurs Mgmt Adlt Pt W/Hlth Prob
2098,NURSING475, Gerontological Nursing
2099,NURSING476, Patho & Pharm Ii
2100,NURSING477, Population Health Practice
2101,NURSING483, Prof Nursing: Leader
2102,NURSING484, Nurse Care Pts W/Hlth Probs
2103,NURSING502, Health Promotn/Disease Prevntn
2104,NURSING536, Obesity: Fund Hlthcare Providr
2105,NURSING537, Exercise Interventions
2106,NURSING539,Aged Yrs
2107,NURSING554, Global Clinical Immersion
2108,NURSING555, Global Patterns Of Health
2109,NURSING563, Trends Genetics And Genomics
2110,NURSING564, Intro Medical Spanish
2111,NURSING565, Intro Medical Spanish Level Ii
2112,NURSING566, Advanced Medical Spanish
2113,NURSING567, Adv Medical Spanish Level Ii
2114,NURSING574, Directed Research
2115,NURSING575, Independent Study
2116,NURSING580, Nurse As Scholar I
2117,NURSING581, Nurse As Scholar Ii
2118,NURSING582, Population Hlth Global Society
2119,NURSING583, Prof Tran: Adv Nurs Practice
2120,NURSING590, Adv Physiology Across Lifespan
2121,NURSING595,Apn
2122,NURSING596, Pharm For Advanced Nursing
2123,NURSING620, Apn Adol Adult Pc
2124,NURSING621, Apn Pc Adol/Adult Clinical
2125,NURSING624, Adv Prac Nur Older Adults Did
2126,NURSING625, Adv Prac Nur Older Adults Clin
2127,NURSING628, Peds Primary Care Essentials
2128,NURSING629,C
2129,NURSING632, Perinatal Care Adv Prac Nur
2130,NURSING633,Clinical
2131,NURSING670,Acute Care Didactic I
2132,NURSING671, Adult Acute Care Clinical I
2133,NURSING681, Women’S Health Across The Life
2134,NURSING682, Women’S Health Across The Life
2135,NURSING690, Neonatal Synthesis
2136,NURSING691, Peds Primary Care Synthesis
